S. No.,Date,Region,Confirmed_Cases,Active_Cases,Cured/Discharged,Death
6498,02/07/2020,Tamil Nadu,94049,39859,52926,1264
6499,03/07/2020,Tamil Nadu,98392,41050,56021,1321
6500,04/07/2020,Tamil Nadu,102721,42958,58378,1385
6501,05/07/2020,Tamil Nadu,107001,44959,60592,1450
6502,06/07/2020,Tamil Nadu,111151,46863,62778,1510
6503,07/07/2020,Tamil Nadu,114978,46836,66571,1571
6504,08/07/2020,Tamil Nadu,118594,45842,71116,1636
6505,09/07/2020,Tamil Nadu,122350,46483,74167,1700
6506,10/07/2020,Tamil Nadu,126581,46655,78161,1765
6507,11/07/2020,Tamil Nadu,130261,46108,82324,1829
6508,12/07/2020,Tamil Nadu,134226,46413,85915,1898
6509,13/07/2020,Tamil Nadu,138470,46972,89532,1966
6510,14/07/2020,Tamil Nadu,142798,48199,92567,2032
6511,15/07/2020,Tamil Nadu,147324,47915,97310,2099
6512,16/07/2020,Tamil Nadu,151820,47343,102310,2167
6513,17/07/2020,Tamil Nadu,156369,46717,107416,2236
6514,18/07/2020,Tamil Nadu,160907,47785,110807,2315
6515,19/07/2020,Tamil Nadu,165714,49455,113856,2403
6516,20/07/2020,Tamil Nadu,170693,50297,117915,2481
6517,21/07/2020,Tamil Nadu,175678,51351,121776,2551
6518,22/07/2020,Tamil Nadu,180643,51347,126670,2626
6519,23/07/2020,Tamil Nadu,186492,51765,131583,3144
6520,24/07/2020,Tamil Nadu,192964,52939,136793,3232
6521,25/07/2020,Tamil Nadu,199749,53132,143297,3320
6522,26/07/2020,Tamil Nadu,206737,52273,151055,3409
6523,27/07/2020,Tamil Nadu,213723,53703,156526,3494
6524,28/07/2020,Tamil Nadu,220716,54896,162249,3571
6525,29/07/2020,Tamil Nadu,227688,57073,166956,3659
6526,30/07/2020,Tamil Nadu,234114,57490,172883,3741
6527,31/07/2020,Tamil Nadu,239978,57962,178178,3838
6528,01/08/2020,Tamil Nadu,245859,57968,183956,3935
6529,02/08/2020,Tamil Nadu,251738,56738,190966,4034
6530,03/08/2020,Tamil Nadu,257613,56998,196483,4132
6531,04/08/2020,Tamil Nadu,263222,56698,202283,4241
6532,05/08/2020,Tamil Nadu,268285,55152,208784,4349
6533,06/08/2020,Tamil Nadu,273460,54184,214815,4461
6534,07/08/2020,Tamil Nadu,279144,53486,221087,4571
6535,08/08/2020,Tamil Nadu,285024,52759,227575,4690
6536,09/08/2020,Tamil Nadu,290907,53481,232618,4808
6537,10/08/2020,Tamil Nadu,296901,53336,238638,4927
6538,11/08/2020,Tamil Nadu,302815,53099,244675,5041
6539,12/08/2020,Tamil Nadu,308649,52810,250680,5159
6540,13/08/2020,Tamil Nadu,314520,52929,256313,5278
6541,14/08/2020,Tamil Nadu,320355,53499,261459,5397
6542,15/08/2020,Tamil Nadu,326245,53716,267015,5514
6543,16/08/2020,Tamil Nadu,332105,54213,272251,5641
6544,17/08/2020,Tamil Nadu,338055,54019,278270,5766
6545,18/08/2020,Tamil Nadu,343945,54122,283937,5886
6546,19/08/2020,Tamil Nadu,349654,53860,289787,6007
6547,20/08/2020,Tamil Nadu,355449,53155,296171,6123
6548,21/08/2020,Tamil Nadu,361435,53283,301913,6239
6549,22/08/2020,Tamil Nadu,367430,53413,307677,6340
6550,23/08/2020,Tamil Nadu,373410,53710,313280,6420
6551,24/08/2020,Tamil Nadu,379385,53541,319327,6517
6552,25/08/2020,Tamil Nadu,385352,53282,325456,6614
6553,26/08/2020,Tamil Nadu,391303,52128,332454,6721
6554,27/08/2020,Tamil Nadu,397261,52362,338060,6839
6555,28/08/2020,Tamil Nadu,403242,52364,343930,6948
6556,29/08/2020,Tamil Nadu,409238,52506,349682,7050
6557,30/08/2020,Tamil Nadu,415590,52726,355727,7137
6558,31/08/2020,Tamil Nadu,422085,52721,362133,7231
6559,01/09/2020,Tamil Nadu,428041,52578,368141,7322
6560,02/09/2020,Tamil Nadu,433969,52379,374172,7418
6561,03/09/2020,Tamil Nadu,439959,52380,380063,7516
6562,04/09/2020,Tamil Nadu,445851,52070,386173,7608
6563,05/09/2020,Tamil Nadu,451827,51633,392507,7687
6564,06/09/2020,Tamil Nadu,457697,51583,398366,7748
6565,07/09/2020,Tamil Nadu,463480,51458,404186,7836
6566,08/09/2020,Tamil Nadu,469256,51215,410116,7925
6567,09/09/2020,Tamil Nadu,474940,50213,416715,8012
6568,10/09/2020,Tamil Nadu,480524,49203,423231,8090
6569,11/09/2020,Tamil Nadu,486052,48482,429416,8154
6570,12/09/2020,Tamil Nadu,491571,47918,435422,8231
6571,13/09/2020,Tamil Nadu,497066,47110,441649,8307
6572,14/09/2020,Tamil Nadu,502759,47012,447366,8381
6573,15/09/2020,Tamil Nadu,508511,46912,453165,8434
6574,16/09/2020,Tamil Nadu,514208,46806,458900,8502
6575,17/09/2020,Tamil Nadu,519860,46633,464668,8559
6576,18/09/2020,Tamil Nadu,525420,46610,470192,8618
6577,19/09/2020,Tamil Nadu,530908,46506,475717,8685
6578,20/09/2020,Tamil Nadu,536477,46453,481273,8751
6579,21/09/2020,Tamil Nadu,541993,46703,486479,8811
6580,22/09/2020,Tamil Nadu,547337,46495,491971,8871
6581,23/09/2020,Tamil Nadu,552674,46350,497377,8947
6582,24/09/2020,Tamil Nadu,557999,46249,502740,9010
6583,25/09/2020,Tamil Nadu,563691,46405,508210,9076
6584,26/09/2020,Tamil Nadu,569370,46386,513836,9148
6585,27/09/2020,Tamil Nadu,575017,46336,519448,9233
6586,28/09/2020,Tamil Nadu,580808,46341,525154,9313
6587,29/09/2020,Tamil Nadu,586397,46306,530708,9383
6588,30/09/2020,Tamil Nadu,591943,46281,536209,9453
6589,01/10/2020,Tamil Nadu,597602,46263,541819,9520
6590,02/10/2020,Tamil Nadu,603290,46369,547335,9586
6591,03/10/2020,Tamil Nadu,608885,46294,552938,9653
6592,04/10/2020,Tamil Nadu,614507,46255,558534,9718
6593,05/10/2020,Tamil Nadu,619996,46120,564092,9784
6594,06/10/2020,Tamil Nadu,625391,45881,569664,9846
6595,07/10/2020,Tamil Nadu,630408,45279,575212,9917
6596,08/10/2020,Tamil Nadu,635855,45135,580736,9984
6597,09/10/2020,Tamil Nadu,640943,44437,586454,10052
6598,10/10/2020,Tamil Nadu,646128,44197,591811,10120
6599,11/10/2020,Tamil Nadu,651370,44150,597033,10187
6600,12/10/2020,Tamil Nadu,656385,44095,602038,10252
6601,13/10/2020,Tamil Nadu,661264,43747,607203,10314
6602,14/10/2020,Tamil Nadu,665930,43239,612320,10371
6603,15/10/2020,Tamil Nadu,670392,42566,617403,10423
6604,16/10/2020,Tamil Nadu,674802,41872,622458,10472
6605,17/10/2020,Tamil Nadu,679191,40959,627703,10529
6606,18/10/2020,Tamil Nadu,683486,40192,632708,10586
6607,12/03/2020,Telangana,1,1,0,0
6608,13/03/2020,Telangana,1,1,0,0
6609,14/03/2020,Telangana,1,1,0,0
6610,15/03/2020,Telangana,3,2,1,0
6611,16/03/2020,Telangana,3,2,1,0
6612,17/03/2020,Telangana,5,4,1,0
6613,18/03/2020,Telangana,5,4,1,0
6614,19/03/2020,Telangana,6,5,1,0
6615,20/03/2020,Telangana,16,15,1,0
6616,21/03/2020,Telangana,19,18,1,0
6617,22/03/2020,Telangana,22,21,1,0
6618,23/03/2020,Telangana,32,31,1,0
6619,24/03/2020,Telangana,32,31,1,0
6620,25/03/2020,Telangana,35,34,1,0
6621,26/03/2020,Telangana,41,40,1,0
6622,27/03/2020,Telangana,45,44,1,0
6623,28/03/2020,Telangana,56,55,1,0
6624,29/03/2020,Telangana,66,64,1,1
6625,30/03/2020,Telangana,69,67,1,1
6626,31/03/2020,Telangana,79,77,1,1
6627,01/04/2020,Telangana,94,90,1,3
6628,02/04/2020,Telangana,96,92,1,3
6629,03/04/2020,Telangana,107,103,1,3
6630,04/04/2020,Telangana,158,150,1,7
6631,05/04/2020,Telangana,269,230,32,7
6632,06/04/2020,Telangana,321,280,34,7
6633,07/04/2020,Telangana,321,280,34,7
6634,08/04/2020,Telangana,364,322,35,7
6635,09/04/2020,Telangana,427,385,35,7
6636,10/04/2020,Telangana,442,400,35,7
6637,11/04/2020,Telangana,473,423,43,7
6638,12/04/2020,Telangana,504,452,43,9
6639,13/04/2020,Telangana,504,452,43,9
6640,14/04/2020,Telangana,562,446,100,16
6641,15/04/2020,Telangana,624,507,100,17
6642,16/04/2020,Telangana,647,509,120,18
6643,17/04/2020,Telangana,700,496,186,18
6644,18/04/2020,Telangana,766,562,186,18
6645,19/04/2020,Telangana,809,605,186,18
6646,20/04/2020,Telangana,844,640,186,18
6647,21/04/2020,Telangana,873,660,190,23
6648,22/04/2020,Telangana,928,711,194,23
6649,23/04/2020,Telangana,945,728,194,23
6650,24/04/2020,Telangana,960,739,197,24
6651,25/04/2020,Telangana,984,705,253,26
6652,26/04/2020,Telangana,991,685,280,26
6653,27/04/2020,Telangana,1002,696,280,26
6654,28/04/2020,Telangana,1004,657,321,26
6655,29/04/2020,Telangana,1004,657,321,26
6656,30/04/2020,Telangana,1012,619,367,26
6657,01/05/2020,Telangana,1038,615,397,26
6658,02/05/2020,Telangana,1039,572,441,26
6659,03/05/2020,Telangana,1063,577,458,28
6660,04/05/2020,Telangana,1082,563,490,29
6661,05/05/2020,Telangana,1085,471,585,29
6662,06/05/2020,Telangana,1096,482,585,29
6663,07/05/2020,Telangana,1107,450,628,29
6664,08/05/2020,Telangana,1123,444,650,29
6665,09/05/2020,Telangana,1133,404,700,29
6666,10/05/2020,Telangana,1163,383,750,30
6667,11/05/2020,Telangana,1196,416,750,30
6668,12/05/2020,Telangana,1275,445,800,30
6669,13/05/2020,Telangana,1326,464,830,32
6670,14/05/2020,Telangana,1367,393,940,34
6671,15/05/2020,Telangana,1414,430,950,34
6672,16/05/2020,Telangana,1454,461,959,34
6673,17/05/2020,Telangana,1509,504,971,34
6674,18/05/2020,Telangana,1551,525,992,34
6675,19/05/2020,Telangana,1597,562,1000,35
6676,20/05/2020,Telangana,1634,586,1010,38
6677,21/05/2020,Telangana,1661,606,1015,40
6678,22/05/2020,Telangana,1699,619,1035,45
6679,23/05/2020,Telangana,1761,673,1043,45
6680,24/05/2020,Telangana,1813,699,1065,49
6681,25/05/2020,Telangana,1854,711,1090,53
6682,26/05/2020,Telangana,1920,700,1164,56
6683,27/05/2020,Telangana,1991,650,1284,57
6684,28/05/2020,Telangana,2098,751,1284,63
6685,29/05/2020,Telangana,2256,844,1345,67
6686,30/05/2020,Telangana,2425,973,1381,71
6687,31/05/2020,Telangana,2499,1010,1412,77
6688,01/06/2020,Telangana,2698,1188,1428,82
6689,02/06/2020,Telangana,2792,1213,1491,88
6690,03/06/2020,Telangana,2891,1273,1526,92
6691,04/06/2020,Telangana,3020,1365,1556,99
6692,05/06/2020,Telangana,3147,1455,1587,105
6693,06/06/2020,Telangana,3290,1550,1627,113
6694,07/06/2020,Telangana,3496,1663,1710,123
6695,08/06/2020,Telangana,3580,1747,1710,123
6696,09/06/2020,Telangana,3650,1803,1710,137
6697,10/06/2020,Telangana,3920,1963,1809,148
6698,11/06/2020,Telangana,4111,2138,1817,156
6699,12/06/2020,Telangana,4320,2162,1993,165
6700,13/06/2020,Telangana,4484,2032,2278,174
6701,14/06/2020,Telangana,4737,2203,2352,182
6702,15/06/2020,Telangana,4974,2412,2377,185
6703,16/06/2020,Telangana,5193,2240,2766,187
6704,17/06/2020,Telangana,5406,2188,3027,191
6705,18/06/2020,Telangana,5675,2412,3071,192
6706,19/06/2020,Telangana,6027,2531,3301,195
6707,20/06/2020,Telangana,6526,2975,3353,198
6708,21/06/2020,Telangana,7072,3363,3506,203
6709,22/06/2020,Telangana,7802,3861,3731,210
6710,23/06/2020,Telangana,8674,4452,4005,217
6711,24/06/2020,Telangana,9553,5109,4224,220
6712,25/06/2020,Telangana,10444,5858,4361,225
6713,26/06/2020,Telangana,11364,6446,4688,230
6714,27/06/2020,Telangana,12349,7346,4766,237
6715,28/06/2020,Telangana,13436,8265,4928,243
6716,29/06/2020,Telangana,14419,9000,5172,247
6717,30/06/2020,Telangana,15394,9559,5582,253
6718,01/07/2020,Telangana,16339,8785,7294,260
6719,02/07/2020,Telangana,17357,9008,8082,267
6720,03/07/2020,Telangana,18570,9226,9069,275
6721,04/07/2020,Telangana,20462,9984,10195,283
6722,05/07/2020,Telangana,22312,10487,11537,288
6723,06/07/2020,Telangana,23902,10904,12703,295
6724,07/07/2020,Telangana,25733,10646,14781,306
6725,08/07/2020,Telangana,27612,11012,16287,313
6726,09/07/2020,Telangana,29536,11933,17279,324
6727,10/07/2020,Telangana,30946,12423,18192,331
6728,11/07/2020,Telangana,32224,12680,19205,339
6729,12/07/2020,Telangana,33402,12135,20919,348
6730,13/07/2020,Telangana,34671,11833,22482,356
6731,14/07/2020,Telangana,36221,12177,23679,365
6732,15/07/2020,Telangana,37745,12530,24840,375
6733,16/07/2020,Telangana,39342,12957,25999,386
6734,17/07/2020,Telangana,41018,13327,27295,396
6735,18/07/2020,Telangana,42496,13388,28705,403
6736,19/07/2020,Telangana,43780,12764,30607,409
6737,20/07/2020,Telangana,45076,12223,32438,415
6738,21/07/2020,Telangana,46274,11529,34323,422
6739,22/07/2020,Telangana,47705,9891,37385,429
6740,23/07/2020,Telangana,49259,11155,37666,438
6741,24/07/2020,Telangana,50826,11052,39327,447
6742,25/07/2020,Telangana,52466,11677,40334,455
6743,26/07/2020,Telangana,52466,11677,40334,455
6744,27/07/2020,Telangana,54059,12264,41332,463
6745,28/07/2020,Telangana,57142,13753,42909,480
6746,29/07/2020,Telangana,57142,13753,42909,480
6747,30/07/2020,Telangana,58906,14663,43751,492
6748,31/07/2020,Telangana,60717,15640,44572,505
6749,01/08/2020,Telangana,62703,16796,45388,519
6750,02/08/2020,Telangana,64786,17754,46502,530
6751,03/08/2020,Telangana,66677,18547,47590,540
6752,04/08/2020,Telangana,68946,18708,49675,563
6753,05/08/2020,Telangana,70958,19568,50814,576
6754,06/08/2020,Telangana,73050,20358,52103,589
6755,07/08/2020,Telangana,75257,21417,53239,601
6756,08/08/2020,Telangana,77513,22568,54330,615
6757,09/08/2020,Telangana,79495,22869,55999,627
6758,10/08/2020,Telangana,80751,22528,57586,637
6759,11/08/2020,Telangana,82647,22628,59374,645
6760,12/08/2020,Telangana,84544,22596,61294,654
6761,13/08/2020,Telangana,86475,22736,63074,665
6762,14/08/2020,Telangana,88396,23438,64284,674
6763,15/08/2020,Telangana,90259,23379,66196,684
6764,16/08/2020,Telangana,91361,22542,68126,693
6765,17/08/2020,Telangana,92255,21420,70132,703
6766,18/08/2020,Telangana,93937,21024,72202,711
6767,19/08/2020,Telangana,95700,20990,73991,719
6768,20/08/2020,Telangana,97424,21509,75186,729
6769,21/08/2020,Telangana,99391,21687,76967,737
6770,22/08/2020,Telangana,101865,22386,78735,744
6771,23/08/2020,Telangana,104249,22908,80586,755
6772,24/08/2020,Telangana,106091,22919,82411,761
6773,25/08/2020,Telangana,108670,23737,84163,770
6774,26/08/2020,Telangana,111688,25685,85223,780
6775,27/08/2020,Telangana,114483,27600,86095,788
6776,28/08/2020,Telangana,117415,28941,87675,799
6777,29/08/2020,Telangana,120166,30008,89350,808
6778,30/08/2020,Telangana,123090,31284,90988,818
6779,31/08/2020,Telangana,124963,31299,92837,827
6780,01/09/2020,Telangana,127697,31699,95162,836
6781,02/09/2020,Telangana,130589,32341,97402,846
6782,03/09/2020,Telangana,133406,32537,100013,856
6783,04/09/2020,Telangana,135884,32994,102024,866
6784,05/09/2020,Telangana,138395,32915,104603,877
6785,06/09/2020,Telangana,140969,32553,107530,886
6786,07/09/2020,Telangana,142771,31635,110241,895
6787,08/09/2020,Telangana,145163,31670,112587,906
6788,09/09/2020,Telangana,147642,31654,115072,916
6789,10/09/2020,Telangana,150176,32106,117143,927
6790,11/09/2020,Telangana,152602,32195,119467,940
6791,12/09/2020,Telangana,154880,32005,121925,950
6792,13/09/2020,Telangana,157096,31607,124528,961
6793,14/09/2020,Telangana,158513,30532,127007,974
6794,15/09/2020,Telangana,160571,30400,129187,984
6795,16/09/2020,Telangana,162844,30401,131447,996
6796,17/09/2020,Telangana,165003,30443,133555,1005
6797,18/09/2020,Telangana,167046,30673,135357,1016
6798,19/09/2020,Telangana,169169,30636,137508,1025
6799,20/09/2020,Telangana,171306,30573,139700,1033
6800,21/09/2020,Telangana,172608,29636,141930,1042
6801,22/09/2020,Telangana,174774,29649,144073,1052
6802,23/09/2020,Telangana,177070,29873,146135,1062
6803,24/09/2020,Telangana,179246,30037,148139,1070
6804,25/09/2020,Telangana,181627,30387,150160,1080
6805,26/09/2020,Telangana,183866,30334,152441,1091
6806,27/09/2020,Telangana,185833,30234,154499,1100
6807,28/09/2020,Telangana,187211,29673,156431,1107
6808,29/09/2020,Telangana,189283,29477,158690,1116
6809,30/09/2020,Telangana,191386,29326,160933,1127
6810,01/10/2020,Telangana,193600,29058,163407,1135
6811,02/10/2020,Telangana,195609,28620,165844,1145
6812,03/10/2020,Telangana,197327,28328,167846,1153
6813,04/10/2020,Telangana,199276,27901,170212,1163
6814,05/10/2020,Telangana,200611,27052,172388,1171
6815,06/10/2020,Telangana,202594,26644,174769,1181
6816,07/10/2020,Telangana,204748,26551,177008,1189
6817,08/10/2020,Telangana,206644,26368,179075,1201
6818,09/10/2020,Telangana,208535,26374,180953,1208
6819,10/10/2020,Telangana,210346,26104,183025,1217
6820,11/10/2020,Telangana,212063,25713,185128,1222
6821,12/10/2020,Telangana,213084,24514,187342,1228
6822,13/10/2020,Telangana,214792,24208,189351,1233
6823,14/10/2020,Telangana,216238,23728,191269,1241
6824,15/10/2020,Telangana,217670,23203,193218,1249
6825,16/10/2020,Telangana,219224,23315,194653,1256
6826,17/10/2020,Telangana,220675,22774,196636,1265
6827,18/10/2020,Telangana,222111,22050,198790,1271
6828,07/04/2020,Tripura,1,1,0,0
6829,08/04/2020,Tripura,1,1,0,0
6830,09/04/2020,Tripura,1,1,0,0
6831,10/04/2020,Tripura,1,1,0,0
6832,11/04/2020,Tripura,1,1,0,0
6833,12/04/2020,Tripura,2,2,0,0
6834,13/04/2020,Tripura,2,2,0,0
6835,14/04/2020,Tripura,2,2,0,0
6836,15/04/2020,Tripura,2,2,0,0
6837,16/04/2020,Tripura,2,1,1,0
6838,17/04/2020,Tripura,2,1,1,0
6839,18/04/2020,Tripura,2,1,1,0
6840,19/04/2020,Tripura,2,1,1,0
6841,20/04/2020,Tripura,2,1,1,0
6842,21/04/2020,Tripura,2,1,1,0
6843,22/04/2020,Tripura,2,1,1,0
6844,23/04/2020,Tripura,2,1,1,0
6845,24/04/2020,Tripura,2,1,1,0
6846,25/04/2020,Tripura,2,1,1,0
6847,26/04/2020,Tripura,2,0,2,0
6848,27/04/2020,Tripura,2,0,2,0
6849,28/04/2020,Tripura,2,0,2,0
6850,29/04/2020,Tripura,2,0,2,0
6851,30/04/2020,Tripura,2,0,2,0
6852,01/05/2020,Tripura,2,0,2,0
6853,02/05/2020,Tripura,2,0,2,0
6854,03/05/2020,Tripura,4,2,2,0
6855,04/05/2020,Tripura,16,14,2,0
6856,05/05/2020,Tripura,29,27,2,0
6857,06/05/2020,Tripura,43,41,2,0
6858,07/05/2020,Tripura,43,41,2,0
6859,08/05/2020,Tripura,65,63,2,0
6860,09/05/2020,Tripura,118,116,2,0
6861,10/05/2020,Tripura,134,132,2,0
6862,11/05/2020,Tripura,150,148,2,0
6863,12/05/2020,Tripura,152,150,2,0
6864,13/05/2020,Tripura,154,152,2,0
6865,14/05/2020,Tripura,155,139,16,0
6866,15/05/2020,Tripura,156,127,29,0
6867,16/05/2020,Tripura,156,114,42,0
6868,17/05/2020,Tripura,167,103,64,0
6869,18/05/2020,Tripura,167,82,85,0
6870,19/05/2020,Tripura,167,82,85,0
6871,20/05/2020,Tripura,173,57,116,0
6872,21/05/2020,Tripura,173,40,133,0
6873,22/05/2020,Tripura,173,25,148,0
6874,23/05/2020,Tripura,175,23,152,0
6875,24/05/2020,Tripura,189,36,153,0
6876,25/05/2020,Tripura,191,26,165,0
6877,26/05/2020,Tripura,194,29,165,0
6878,27/05/2020,Tripura,207,42,165,0
6879,28/05/2020,Tripura,230,65,165,0
6880,29/05/2020,Tripura,242,75,167,0
6881,30/05/2020,Tripura,251,80,171,0
6882,31/05/2020,Tripura,268,96,172,0
6883,01/06/2020,Tripura,313,140,173,0
6884,02/06/2020,Tripura,420,247,173,0
6885,03/06/2020,Tripura,468,295,173,0
6886,04/06/2020,Tripura,468,295,173,0
6887,05/06/2020,Tripura,644,471,173,0
6888,06/06/2020,Tripura,692,519,173,0
6889,07/06/2020,Tripura,747,574,173,0
6890,08/06/2020,Tripura,800,608,192,0
6891,09/06/2020,Tripura,838,646,192,0
6892,10/06/2020,Tripura,864,671,192,1
6893,11/06/2020,Tripura,895,655,239,1
6894,12/06/2020,Tripura,913,634,278,1
6895,13/06/2020,Tripura,961,682,278,1
6896,14/06/2020,Tripura,1046,730,315,1
6897,15/06/2020,Tripura,1076,760,315,1
6898,16/06/2020,Tripura,1086,652,433,1
6899,17/06/2020,Tripura,1092,658,433,1
6900,18/06/2020,Tripura,1135,578,556,1
6901,19/06/2020,Tripura,1155,515,639,1
6902,20/06/2020,Tripura,1178,520,657,1
6903,21/06/2020,Tripura,1186,505,680,1
6904,22/06/2020,Tripura,1221,461,759,1
6905,23/06/2020,Tripura,1237,454,782,1
6906,24/06/2020,Tripura,1259,451,807,1
6907,25/06/2020,Tripura,1259,361,897,1
6908,26/06/2020,Tripura,1290,270,1019,1
6909,27/06/2020,Tripura,1325,269,1055,1
6910,28/06/2020,Tripura,1334,262,1071,1
6911,29/06/2020,Tripura,1346,266,1079,1
6912,30/06/2020,Tripura,1380,294,1085,1
6913,01/07/2020,Tripura,1388,301,1086,1
6914,02/07/2020,Tripura,1396,302,1093,1
6915,03/07/2020,Tripura,1435,288,1146,1
6916,04/07/2020,Tripura,1525,325,1199,1
6917,05/07/2020,Tripura,1546,343,1202,1
6918,06/07/2020,Tripura,1568,365,1202,1
6919,07/07/2020,Tripura,1680,460,1219,1
6920,08/07/2020,Tripura,1704,455,1248,1
6921,09/07/2020,Tripura,1761,436,1324,1
6922,10/07/2020,Tripura,1776,437,1338,1
6923,11/07/2020,Tripura,1918,545,1372,1
6924,12/07/2020,Tripura,1949,572,1375,2
6925,13/07/2020,Tripura,2054,631,1421,2
6926,14/07/2020,Tripura,2080,603,1475,2
6927,15/07/2020,Tripura,2170,630,1538,2
6928,16/07/2020,Tripura,2268,661,1604,3
6929,17/07/2020,Tripura,2283,676,1604,3
6930,18/07/2020,Tripura,2366,679,1684,3
6931,19/07/2020,Tripura,2654,914,1735,5
6932,20/07/2020,Tripura,2878,1114,1759,5
6933,21/07/2020,Tripura,3079,1227,1845,7
6934,22/07/2020,Tripura,3331,1397,1926,8
6935,23/07/2020,Tripura,3449,1408,2032,9
6936,24/07/2020,Tripura,3656,1574,2072,10
6937,25/07/2020,Tripura,3759,1617,2131,11
6938,26/07/2020,Tripura,3862,1642,2209,11
6939,27/07/2020,Tripura,3900,1526,2361,13
6940,28/07/2020,Tripura,4049,1565,2467,17
6941,29/07/2020,Tripura,4269,1627,2621,21
6942,30/07/2020,Tripura,4485,1786,2678,21
6943,31/07/2020,Tripura,4706,1723,2962,21
6944,01/08/2020,Tripura,4978,1630,3327,21
6945,02/08/2020,Tripura,5233,1747,3463,23
6946,03/08/2020,Tripura,5374,1742,3605,27
6947,04/08/2020,Tripura,5505,1802,3675,28
6948,05/08/2020,Tripura,5628,1873,3725,30
6949,06/08/2020,Tripura,5725,1901,3793,31
6950,07/08/2020,Tripura,5853,1957,3860,36
6951,08/08/2020,Tripura,5999,1878,4084,37
6952,09/08/2020,Tripura,6146,1929,4176,41
6953,10/08/2020,Tripura,6208,1723,4443,42
6954,11/08/2020,Tripura,6372,1673,4656,43
6955,12/08/2020,Tripura,6482,1601,4838,43
6956,13/08/2020,Tripura,6603,1647,4912,44
6957,14/08/2020,Tripura,6767,1706,5015,46
6958,15/08/2020,Tripura,6934,1796,5088,50
6959,16/08/2020,Tripura,7061,1855,5151,55
6960,17/08/2020,Tripura,7204,1859,5286,59
6961,18/08/2020,Tripura,7409,1943,5404,62
6962,19/08/2020,Tripura,7645,2083,5497,65
6963,20/08/2020,Tripura,7835,2205,5565,65
6964,21/08/2020,Tripura,8091,2373,5649,69
6965,22/08/2020,Tripura,8371,2240,6061,70
6966,23/08/2020,Tripura,8702,2448,6182,72
6967,24/08/2020,Tripura,8902,2488,6341,73
6968,25/08/2020,Tripura,9195,2703,6414,78
6969,26/08/2020,Tripura,9523,2866,6574,83
6970,27/08/2020,Tripura,9908,3126,6697,85
6971,28/08/2020,Tripura,10414,3486,6839,89
6972,29/08/2020,Tripura,10857,3726,7037,94
6973,30/08/2020,Tripura,11307,3977,7232,98
6974,31/08/2020,Tripura,11644,4108,7433,103
6975,01/09/2020,Tripura,12153,4366,7674,113
6976,02/09/2020,Tripura,12702,4737,7847,118
6977,03/09/2020,Tripura,13292,5133,8033,126
6978,04/09/2020,Tripura,13816,5475,8212,129
6979,05/09/2020,Tripura,14507,5888,8483,136
6980,06/09/2020,Tripura,15109,6220,8745,144
6981,07/09/2020,Tripura,15508,6311,9048,149
6982,08/09/2020,Tripura,16135,6641,9342,152
6983,09/09/2020,Tripura,16717,6903,9653,161
6984,10/09/2020,Tripura,17252,7086,9993,173
6985,11/09/2020,Tripura,17811,7383,10255,173
6986,12/09/2020,Tripura,18281,7365,10734,182
6987,13/09/2020,Tripura,18910,7584,11132,194
6988,14/09/2020,Tripura,19165,7429,11536,200
6989,15/09/2020,Tripura,19696,7564,11925,207
6990,16/09/2020,Tripura,20150,7498,12435,217
6991,17/09/2020,Tripura,20676,7498,12956,222
6992,18/09/2020,Tripura,20949,7162,13559,228
6993,19/09/2020,Tripura,21484,7107,14142,235
6994,20/09/2020,Tripura,22032,6983,14810,239
6995,21/09/2020,Tripura,22275,6566,15464,245
6996,22/09/2020,Tripura,22834,6700,15883,251
6997,23/09/2020,Tripura,23338,6599,16486,253
6998,24/09/2020,Tripura,23789,6551,16978,260
6999,25/09/2020,Tripura,24130,6378,17487,265
7000,26/09/2020,Tripura,24408,6148,17992,268
7001,27/09/2020,Tripura,24728,6066,18392,270
7002,28/09/2020,Tripura,24921,5689,18959,273
7003,29/09/2020,Tripura,25353,5874,19203,276
7004,30/09/2020,Tripura,25734,5765,19692,277
7005,01/10/2020,Tripura,26066,5691,20092,283
7006,02/10/2020,Tripura,26362,5480,20596,286
7007,03/10/2020,Tripura,26552,5366,20897,289
7008,04/10/2020,Tripura,26874,5171,21410,293
7009,05/10/2020,Tripura,27033,4858,21876,299
7010,06/10/2020,Tripura,27308,4876,22131,301
7011,07/10/2020,Tripura,27545,4621,22623,301
7012,08/10/2020,Tripura,27759,4389,23066,304
7013,09/10/2020,Tripura,27982,4197,23474,311
7014,10/10/2020,Tripura,28153,4039,23801,313
7015,11/10/2020,Tripura,28352,3951,24086,315
7016,12/10/2020,Tripura,28461,3742,24403,316
7017,13/10/2020,Tripura,28678,3738,24623,317
7018,14/10/2020,Tripura,28859,3500,25041,318
7019,15/10/2020,Tripura,29031,3318,25394,319
7020,16/10/2020,Tripura,29193,3105,25765,323
7021,17/10/2020,Tripura,29327,2966,26035,326
7022,18/10/2020,Tripura,29468,2917,26222,329
7023,12/03/2020,Uttar Pradesh,11,11,0,0
7024,13/03/2020,Uttar Pradesh,11,11,0,0
7025,14/03/2020,Uttar Pradesh,12,7,5,0
7026,15/03/2020,Uttar Pradesh,12,8,4,0
7027,16/03/2020,Uttar Pradesh,13,9,4,0
7028,17/03/2020,Uttar Pradesh,15,10,5,0
